Index,ICD-10 Code,Top10,DiagnosisEntity,CCSR Category,Diagnosis,Notes
2950,H59341,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural hematoma of right eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2951,H59342,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural hematoma of left eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2952,H59343,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,"Postprocedural hematoma of eye and adnexa following other procedure, bilateral           ","Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2953,H59349,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural hematoma of unspecified eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2954,H59351,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of right eye and adnexa following an ophthalmic procedure          ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2955,H59352,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of left eye and adnexa following an ophthalmic procedure          ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2956,H59353,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,"Postprocedural seroma of eye and adnexa following an ophthalmic procedure, bilateral          ","Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2957,H59359,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of unspecified eye and adnexa following an ophthalmic procedure          ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2958,H59361,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of right eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2959,H59362,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of left eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2960,H59363,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,"Postprocedural seroma of eye and adnexa following other procedure, bilateral           ","Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2961,H59369,Postprocedural complication of ophthalmic procedure,CODE EXCLUDED,EYE011,Postprocedural seroma of unspecified eye and adnexa following other procedure           ,"Very low numbers (<50), but complete TS data of H59.3%. Excluding due to reporting anomaly found in Jan 2018"
2962,H5940,Inflammation (infection) of postprocedural bleb,blebitis,EYE011,"Inflammation (infection) of postprocedural bleb, unspecified               ",
2963,H5941,Inflammation (infection) of postprocedural bleb,blebitis,EYE011,"Inflammation (infection) of postprocedural bleb, stage 1              ",
2964,H5942,Inflammation (infection) of postprocedural bleb,blebitis,EYE011,"Inflammation (infection) of postprocedural bleb, stage 2              ",
2965,H5943,Inflammation (infection) of postprocedural bleb,blebitis,EYE011,"Inflammation (infection) of postprocedural bleb, stage 3              ",
2966,H59811,Postprocedural complication of ophthalmic procedure,chorioretinal scars following detach surg,EYE011,"Chorioretinal scars after surgery for detachment, right eye             ",
2967,H59812,Postprocedural complication of ophthalmic procedure,chorioretinal scars following detach surg,EYE011,"Chorioretinal scars after surgery for detachment, left eye             ",
2968,H59813,Postprocedural complication of ophthalmic procedure,chorioretinal scars following detach surg,EYE011,"Chorioretinal scars after surgery for detachment, bilateral              ",
2969,H59819,Postprocedural complication of ophthalmic procedure,chorioretinal scars following detach surg,EYE011,"Chorioretinal scars after surgery for detachment, unspecified eye             ",
2970,H5988,Intraoperative complication of ophthalmic procedure,CODE EXCLUDED,EYE011,"Other intraoperative complications of eye and adnexa, not elsewhere classified           ",
2971,H5989,Postprocedural complication of ophthalmic procedure,other postop complications ,EYE011,"Other postprocedural complications and disorders of eye and adnexa, not elsewhere classified         ",
9999,G8918,Postprocedural complication of ophthalmic procedure,acute postop pain NEC,EYE011,Other acute postprocedural pain,ADDING this code to our codebook; not originally in the CCSR.
2972,S0010XA,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of unspecified eyelid and periocular area, initial encounter            ",
2973,S0010XD,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of unspecified eyelid and periocular area, subsequent encounter            ",
2974,S0010XS,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of unspecified eyelid and periocular area, sequela             ",
2975,S0011XA,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of right eyelid and periocular area, initial encounter            ",
2976,S0011XD,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of right eyelid and periocular area, subsequent encounter            ",
2977,S0011XS,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of right eyelid and periocular area, sequela             ",
2978,S0012XA,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of left eyelid and periocular area, initial encounter            ",
2979,S0012XD,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of left eyelid and periocular area, subsequent encounter            ",
2980,S0012XS,Contusion of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Contusion of left eyelid and periocular area, sequela             ",
2981,S00201A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of right eyelid and periocular area, initial encounter          ",
2982,S00201D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of right eyelid and periocular area, subsequent encounter          ",
2983,S00201S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of right eyelid and periocular area, sequela           ",
2984,S00202A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of left eyelid and periocular area, initial encounter          ",
2985,S00202D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of left eyelid and periocular area, subsequent encounter          ",
2986,S00202S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of left eyelid and periocular area, sequela           ",
2987,S00209A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of unspecified eyelid and periocular area, initial encounter          ",
2988,S00209D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of unspecified eyelid and periocular area, subsequent encounter          ",
2989,S00209S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Unspecified superficial injury of unspecified eyelid and periocular area, sequela           ",
2990,S00211A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of right eyelid and periocular area, initial encounter            ",
2991,S00211D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of right eyelid and periocular area, subsequent encounter            ",
2992,S00211S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of right eyelid and periocular area, sequela             ",
2993,S00212A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of left eyelid and periocular area, initial encounter            ",
2994,S00212D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of left eyelid and periocular area, subsequent encounter            ",
2995,S00212S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of left eyelid and periocular area, sequela             ",
2996,S00219A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of unspecified eyelid and periocular area, initial encounter            ",
2997,S00219D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of unspecified eyelid and periocular area, subsequent encounter            ",
2998,S00219S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Abrasion of unspecified eyelid and periocular area, sequela             ",
2999,S00221A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Blister (nonthermal) of right eyelid and periocular area, initial encounter           ",
3000,S00221D,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Blister (nonthermal) of right eyelid and periocular area, subsequent encounter           ",
3001,S00221S,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Blister (nonthermal) of right eyelid and periocular area, sequela            ",
3002,S00222A,Superficial injury of eye and adnexa,eyelid/periocular superficial injury,EYE008,"Blister (nonthermal) of left eyelid and periocular area, initial encounter           ",
