"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"303","other postop complications","-0.195597530499899","-0.196346494521374","-0.138687465328846","-0.248276417084262","(-0.248,-0.139)","0.00002","-0.0439401219652246","-0.0448551983179673","0.0249744019404626","-0.10818369163244","(-0.108,0.025)","0.21434","-0.126379217429161","-0.127410715633058","-0.057962623950901","-0.18868969524087","(-0.189,-0.058)","0.00079","-0.0684539151603327","-0.0694645444230776","0.00312118984177672","-0.134050687484594","(-0.134,0.003)","0.06633","-0.0371665556268134","-0.0382029151057578","0.0364435983470737","-0.105419141882096","(-0.105,0.036)","0.31833","-0.0768354195771896","-0.0778438053872106","-0.00436586398884148","-0.143171661728121","(-0.143,-0.004)","0.04329","-0.0909890850379701","-0.0911430992273212","-0.064333695540862","-0.116806467917432","(-0.117,-0.064)","0.00001"
"306","lens fragments post-cataract surg","-0.212896292008286","-0.214410872102793","-0.127351895024739","-0.289565511050502","(-0.29,-0.127)","0.00009","-0.190917614944615","-0.192495605072099","-0.102435444827043","-0.270136083244613","(-0.27,-0.102)","0.0003","-0.236518194983462","-0.238529377484122","-0.136957029681581","-0.324251791054347","(-0.324,-0.137)","0.00029","-0.10431430007756","-0.106845034460443","0.00995884793975427","-0.206174500414829","(-0.206,0.01)","0.08661","-0.180478459217351","-0.182413117674212","-0.0750932562313686","-0.273792768515239","(-0.274,-0.075)","0.00312","-0.151260861920992","-0.153321284515911","-0.0414730808217705","-0.247865885425712","(-0.248,-0.041)","0.01392","-0.17879300961817","-0.179173866444272","-0.13996721437233","-0.215747071464462","(-0.216,-0.14)","0.00001"
"307","CME post-cataract surg","-0.215169840031129","-0.215728631405694","-0.161068711838767","-0.266316369343441","(-0.266,-0.161)","0.00001","-0.223460151658428","-0.223792566886996","-0.170669820113932","-0.273834159549376","(-0.274,-0.171)","0.00001","-0.161143435326421","-0.161746425063461","-0.0977041679199257","-0.220603647607594","(-0.221,-0.098)","0.00004","-0.172922045910401","-0.173647767790108","-0.110324549448068","-0.23149529411215","(-0.231,-0.11)","0.00003","-0.166182135610934","-0.166841158476016","-0.10354067226619","-0.224738696299115","(-0.225,-0.104)","0.00001","-0.238791101458205","-0.239470836820237","-0.181889050075925","-0.291983758907161","(-0.292,-0.182)","0.00001","-0.195393896862427","-0.195491722168416","-0.172251732420325","-0.217807877494778","(-0.218,-0.172)","0.00001"
"309","blebitis","-0.0409671398486309","-0.0432321479321516","0.080273925699353","-0.148888674231586","(-0.149,0.08)","0.48984","0.0617681076661424","0.058929287911214","0.202743268370522","-0.0626242979193799","(-0.063,0.203)","0.32527","-0.0798847351644066","-0.0830352918823348","0.0662449852401003","-0.205789228920825","(-0.206,0.066)","0.28115","-0.211931743269782","-0.214581417101272","-0.0949245194523666","-0.314731092478439","(-0.315,-0.095)","0.00355","-0.0473806720518131","-0.0505317961584291","0.102410892897939","-0.178814436042622","(-0.179,0.102)","0.52468","0.248439550089391","0.244020893916383","0.454216311937783","0.0703978456960468","(0.07,0.454)","0.00176","-0.0166274813974992","-0.0171372454837377","0.0400006807875264","-0.0701533850240399","(-0.07,0.04)","0.55404"
"310","iris/CB degenerations","-0.151569319103722","-0.151980307359713","-0.105494194667964","-0.195698253423414","(-0.196,-0.105)","0.00001","-0.196504191083286","-0.196798937160569","-0.153045813523841","-0.238003511395071","(-0.238,-0.153)","0.00001","-0.135857365932345","-0.136185419175673","-0.0849080050390515","-0.184729343030589","(-0.185,-0.085)","0.00001","-0.124744598748791","-0.12518474959776","-0.0734061751344004","-0.173486068422901","(-0.173,-0.073)","0.00007","-0.14257205835678","-0.142959186006511","-0.0922044644059134","-0.190610209671591","(-0.191,-0.092)","0.00001","-0.208224186920729","-0.208546527775181","-0.162156653582573","-0.252652412617405","(-0.253,-0.162)","0.00001","-0.155594171212952","-0.155680235821215","-0.136675846501363","-0.174189129392802","(-0.174,-0.137)","0.00001"
"311","iris/CB/anterior chamber cysts","-0.155922143872567","-0.156698150411651","-0.0968811780212827","-0.210224993575429","(-0.21,-0.097)","0.00001","-0.196581352990043","-0.197305715533854","-0.141649558323993","-0.247495715750898","(-0.247,-0.142)","0.00001","-0.175488778068133","-0.176290935492917","-0.114229152078921","-0.232021000358101","(-0.232,-0.114)","0.00001","-0.117133012950578","-0.118004539852164","-0.0524288471359627","-0.177086011270698","(-0.177,-0.052)","0.00115","-0.180299318732815","-0.181001923751393","-0.119670196086695","-0.236300744565446","(-0.236,-0.12)","0.00001","-0.215515987107871","-0.21622509433889","-0.158872017003893","-0.268344864463602","(-0.268,-0.159)","0.00001","-0.169056575612779","-0.169185031749984","-0.145817384444092","-0.191509798523535","(-0.192,-0.146)","0.00001"
"312","benign neoplasm - ciliary body","-0.137849166037107","-0.138536009284015","-0.0767004535377355","-0.194318142921354","(-0.194,-0.077)","0.00009","-0.166050354772869","-0.166798294690008","-0.107765524519493","-0.220391126305764","(-0.22,-0.108)","0.00001","-0.0839802007029084","-0.0849640975962632","-0.0167756119115214","-0.146744928988229","(-0.147,-0.017)","0.01999","-0.0936043034165265","-0.0943073937868099","-0.0279466202983259","-0.154770939243847","(-0.155,-0.028)","0.0086","-0.147467716197618","-0.148276467454428","-0.0866852995468066","-0.204534392305838","(-0.205,-0.087)","0.00002","-0.196040116937251","-0.196677390170941","-0.138931571871104","-0.249521150502367","(-0.25,-0.139)","0.00001","-0.136353991186879","-0.136491575923244","-0.112232529011635","-0.159663858561458","(-0.16,-0.112)","0.00001"
"313","ocular hypotony","-0.148592562470712","-0.148758865646377","-0.119958300082835","-0.176408003009144","(-0.176,-0.12)","0.00001","-0.121193102041355","-0.121380896452323","-0.0917750824599976","-0.149670980893846","(-0.15,-0.092)","0.00001","-0.0994393399806622","-0.0997242064167336","-0.0618949075937966","-0.135468978692138","(-0.135,-0.062)","0.00002","-0.0722448302434756","-0.0724251921253883","-0.0346460633678828","-0.108564865348724","(-0.109,-0.035)","0.00034","-0.0894439156147244","-0.0896111146395154","-0.0522053071839705","-0.125627787458435","(-0.126,-0.052)","0.00002","-0.120019182550035","-0.120202092630523","-0.084246494768018","-0.154924013899823","(-0.155,-0.084)","0.00001","-0.105485181173788","-0.10553932870622","-0.0919352100005565","-0.11883774973226","(-0.119,-0.092)","0.00001"
"315","benign neoplasm - choroid","-0.127460399010217","-0.12790169059883","-0.0811104509428088","-0.171709101978363","(-0.172,-0.081)","0.00002","-0.198348544020329","-0.198717316457227","-0.156117484192807","-0.238702484802759","(-0.239,-0.156)","0.00001","-0.16355494189844","-0.163940534138913","-0.114886293730896","-0.21024137734652","(-0.21,-0.115)","0.00001","-0.190935391180923","-0.191266716511226","-0.1440137132093","-0.23573614081204","(-0.236,-0.144)","0.00001","-0.158466255834476","-0.158975400593961","-0.109790075647439","-0.204709717162143","(-0.205,-0.11)","0.00001","-0.225453883654035","-0.225939867639636","-0.180934513710252","-0.267505674143614","(-0.268,-0.181)","0.00001","-0.173574933526755","-0.173664306594268","-0.155299397116585","-0.191427913616157","(-0.191,-0.155)","0.00001"
"316","ocular pain","-0.170447235022946","-0.171278297123281","-0.0971712640462285","-0.238554969731214","(-0.239,-0.097)","0.00019","-0.174612094536461","-0.175475111106512","-0.101201150435003","-0.242692616011766","(-0.243,-0.101)","0.00013","-0.150263104403139","-0.151272165124187","-0.068405003422239","-0.226614974133504","(-0.227,-0.068)","0.00174","-0.123129615368737","-0.124281119702192","-0.0394180302612691","-0.200780444236579","(-0.201,-0.039)","0.00956","-0.136798989582455","-0.137645824591676","-0.0544646068943977","-0.213854697962044","(-0.214,-0.054)","0.00436","-0.192487050264989","-0.193535117870117","-0.115052828803314","-0.264513458585179","(-0.265,-0.115)","0.00013","-0.156582824802079","-0.156699487899784","-0.125783678979167","-0.186312776042751","(-0.186,-0.126)","0.00001"
"317","hyphema","-0.208908537780849","-0.209705461060469","-0.133749603974218","-0.279294521392183","(-0.279,-0.134)","0.00001","-0.152418412300378","-0.153321084551143","-0.0713322023603062","-0.22780018348026","(-0.228,-0.071)","0.00133","-0.191304442621549","-0.192322943110398","-0.0976953915213052","-0.277457180891632","(-0.277,-0.098)","0.00114","-0.0878945698157206","-0.0892978209778956","0.0168995724932984","-0.184057117345338","(-0.184,0.017)","0.11734","-0.193412342101895","-0.194744188167956","-0.101485670691974","-0.278141707540291","(-0.278,-0.101)","0.00095","-0.170548924437805","-0.172095219554051","-0.0744618742671973","-0.258410585288144","(-0.258,-0.074)","0.00301","-0.164958532588644","-0.165200061063055","-0.12984534267758","-0.198880056706184","(-0.199,-0.13)","0.00001"
"318","other iris/CB vascular disorders","-0.117036395081276","-0.117321829423498","-0.0722961865768984","-0.159856032745327","(-0.16,-0.072)","0.00002","-0.148509988773045","-0.148858851917624","-0.105754452396371","-0.189369790152376","(-0.189,-0.106)","0.00001","-0.14816940709319","-0.148568433989998","-0.101365808271196","-0.192906130730411","(-0.193,-0.101)","0.00001","-0.125547144261768","-0.125978729246359","-0.0779756926017128","-0.171103127719772","(-0.171,-0.078)","0.00001","-0.285446286943345","-0.285813062405272","-0.246363877517412","-0.322919083016181","(-0.323,-0.246)","0.00001","-0.403081071395356","-0.403243727461503","-0.370374637154208","-0.434480794471799","(-0.434,-0.37)","0.00001","-0.196195630926006","-0.196259368397019","-0.179266996209009","-0.212729862888217","(-0.213,-0.179)","0.00001"
"319","iris/CB adhesions/disruptions","-0.134826456013542","-0.134918805096894","-0.108114637879778","-0.160851700379452","(-0.161,-0.108)","0.00001","-0.170368924332766","-0.170516918196047","-0.144772445064912","-0.195249235467535","(-0.195,-0.145)","0.00001","-0.126843407451219","-0.127101179732908","-0.0950919859769794","-0.157494271026432","(-0.157,-0.095)","0.00001","-0.111009966861972","-0.111137199803481","-0.0792099413797124","-0.141820506972894","(-0.142,-0.079)","0.00001","-0.118877801543944","-0.119007816921965","-0.0874328414928549","-0.149305922034811","(-0.149,-0.087)","0.00001","-0.15245250438986","-0.152630745799035","-0.121772514357111","-0.182054075591505","(-0.182,-0.122)","0.00001","-0.131581714812836","-0.131595126042589","-0.119926662840721","-0.143259342259851","(-0.143,-0.12)","0.00001"
"322","other iris/CB disorders","-0.182520211168045","-0.182965475704538","-0.137743908319855","-0.225071810057498","(-0.225,-0.138)","0.00001","-0.188442697351211","-0.188884333990516","-0.143942017959768","-0.230760752760852","(-0.231,-0.144)","0.00001","-0.185897280233245","-0.186527351152093","-0.133084099544989","-0.234947371198061","(-0.235,-0.133)","0.00001","-0.144520853728222","-0.14512666164138","-0.0904645938736633","-0.195462681372171","(-0.195,-0.09)","0.00001","-0.167420014635782","-0.167934448337007","-0.114604594538741","-0.217698618095551","(-0.218,-0.115)","0.00001","-0.145529044830367","-0.146151049970235","-0.0911050696473622","-0.196502831905436","(-0.197,-0.091)","0.00001","-0.168970336459568","-0.169046248492081","-0.149212854781437","-0.188218175210949","(-0.188,-0.149)","0.00001"
"326","globe degen conditions","-0.124644469876375","-0.125318819364956","-0.068332639647526","-0.176894442800103","(-0.177,-0.068)","0.0001","-0.196648904293502","-0.197264160894707","-0.14491949346308","-0.244994223208795","(-0.245,-0.145)","0.00001","-0.103580843781229","-0.104343664104015","-0.0427426894757977","-0.16052059265764","(-0.161,-0.043)","0.00195","-0.146229875285936","-0.146798696009632","-0.0895283499376829","-0.199323996308889","(-0.199,-0.09)","0.00001","-0.12191668889334","-0.122618016324954","-0.0627239588061142","-0.177026682694809","(-0.177,-0.063)","0.00023","-0.215953227658618","-0.216539965902152","-0.163535958111008","-0.264573840822893","(-0.265,-0.164)","0.00001","-0.146672636002317","-0.146763430274983","-0.124759678587998","-0.167989137158573","(-0.168,-0.125)","0.00001"
"327","anterior synechiae (iris)","-0.265873835774923","-0.266570645517226","-0.211731446419141","-0.316758769511749","(-0.317,-0.212)","0.00001","-0.142765011038617","-0.143684519128178","-0.0780556837612907","-0.202924373587201","(-0.203,-0.078)","0.00009","-0.197793254847072","-0.198618732861207","-0.132767667801049","-0.258289599048182","(-0.258,-0.133)","0.00001","-0.166742122940424","-0.167602093595296","-0.100002879295839","-0.229209553923281","(-0.229,-0.1)","0.00003","-0.302250483391747","-0.303009506803522","-0.245466842989898","-0.355398046685997","(-0.355,-0.245)","0.00001","-0.317430630710457","-0.318033077535326","-0.261204442112504","-0.369671400724851","(-0.37,-0.261)","0.00001","-0.22403692405622","-0.224152227082921","-0.200227191966535","-0.24712037921044","(-0.247,-0.2)","0.00001"
"328","malignant neoplasm - choroid","-0.111704225922273","-0.112286914004392","-0.0561851211657937","-0.164414939756601","(-0.164,-0.056)","0.00047","-0.138866748366581","-0.139240509138228","-0.0861000168916","-0.189611442843233","(-0.19,-0.086)","0.00003","-0.142885442136303","-0.143537006297304","-0.0787214779056106","-0.203475046380145","(-0.203,-0.079)","0.00023","-0.12469984554227","-0.125315866411766","-0.0599212226257346","-0.185775330601408","(-0.186,-0.06)","0.00075","-0.151236734296739","-0.151963845508485","-0.0874465193236581","-0.211118257254223","(-0.211,-0.087)","0.00008","-0.157985996917104","-0.158561991026978","-0.096056409653405","-0.216381446349569","(-0.216,-0.096)","0.00005","-0.129468840385603","-0.129555475095578","-0.105706508122049","-0.15280841256477","(-0.153,-0.106)","0.00001"
"329","ocular laceration w/o prolapse","0.0151845922092947","0.0127267124384026","0.134381719832896","-0.0891123101842893","(-0.089,0.134)","0.78179","0.0212980316298237","0.0190602246062519","0.140837367661369","-0.0842219121674214","(-0.084,0.141)","0.69677","0.104062737232605","0.100991664745304","0.253126014832059","-0.0244022957742241","(-0.024,0.253)","0.09209","0.129743392193182","0.126272044258135","0.276063010147256","0.0015470575923289","(0.002,0.276)","0.03279","0.112713689652796","0.109277854297511","0.26257698965437","-0.0179161017035573","(-0.018,0.263)","0.06915","0.125467762668737","0.122085848561698","0.275944095103764","-0.00524220861614294","(-0.005,0.276)","0.04384","0.0877928285596202","0.0872940242934843","0.141448271905896","0.0374454298845055","(0.037,0.141)","0.00019"
"330","ocular laceration w/ prolapse","-0.101661075829945","-0.102968827836871","-0.013595412819807","-0.181973392215236","(-0.182,-0.014)","0.03167","-0.105612174894789","-0.106947446626703","-0.0172281186850831","-0.185815482816424","(-0.186,-0.017)","0.02746","-0.0999808304559646","-0.10170821620583","-0.00527970937477897","-0.185570214034231","(-0.186,-0.005)","0.04869","-0.0732931675870533","-0.0750293634552628","0.0219761900870778","-0.158712347563301","(-0.159,0.022)","0.13503","-0.0772950806918143","-0.0790142147351671","0.0166011593777618","-0.162209386319139","(-0.162,0.017)","0.116","-0.158896878261283","-0.160349395081304","-0.0727672237705486","-0.236929386414628","(-0.237,-0.073)","0.00151","-0.101614397189524","-0.101807441896869","-0.0664451147750854","-0.135428341133804","(-0.135,-0.066)","0.00001"
"335","orbit penetrating wound w/ FB","-0.0355002565220905","-0.0379966516480625","0.0823416189208129","-0.138682327149645","(-0.139,0.082)","0.53825","-0.0493069536313408","-0.0518193783620281","0.0689593241114928","-0.151722580803576","(-0.152,0.069)","0.3962","0.0198967935979602","0.0164204539317559","0.158664456573215","-0.100830893014096","(-0.101,0.159)","0.7537","0.107165015094224","0.103794173651106","0.257736646970586","-0.0230293549144377","(-0.023,0.258)","0.09025","-0.0850770980269226","-0.0878445623063593","0.0361122281055545","-0.19023307436182","(-0.19,0.036)","0.16879","-0.171835080525233","-0.17442960993051","-0.0613227854398085","-0.267472657674584","(-0.267,-0.061)","0.00639","-0.0255632737311512","-0.0260254647611048","0.0234476345257462","-0.0716920454948355","(-0.072,0.023)","0.29269"
"336","retained IOFB, nonmagnetic","-0.289999790922516","-0.290660212913656","-0.23870655303441","-0.337918699482336","(-0.338,-0.239)","0.00001","-0.260992077086421","-0.261652840951219","-0.208127076354744","-0.309955210287481","(-0.31,-0.208)","0.00001","-0.305048208577167","-0.305891733781618","-0.245670161433213","-0.359592256453076","(-0.36,-0.246)","0.00001","-0.293452074957842","-0.294255492155618","-0.234490355388725","-0.348270972964372","(-0.348,-0.234)","0.00001","-0.288389044332538","-0.289081177414093","-0.228916914096705","-0.343691023474254","(-0.344,-0.229)","0.00001","-0.357083333195418","-0.357741974721829","-0.303607916028226","-0.406401989287685","(-0.406,-0.304)","0.00001","-0.296717115490615","-0.296802216581005","-0.274975713843067","-0.317872641202936","(-0.318,-0.275)","0.00001"
